bodyId_pre,bodyId_post,pre_name,post_name,type_pre_col,type_post_col,type_pre,type_post,roi_pre,roi_post,count
1261773304,1261419142,ER3dd_R_1261773304,ER3dc_R_1261419142,ER3dd_R,ER3dc_R,ER3d,ER3d,EB,EB,8
1198257581,1198675740,ER2a_R_1198257581,ER2c_L_1198675740,ER2a_R,ER2c_L,ER2,ER2,EB,EB,8
5813080272,1261423454,ER3dd_L_5813080272,ER3dc_R_1261423454,ER3dd_L,ER3dc_R,ER3d,ER3d,EB,EB,8
5813049931,1230712956,ER5_L_5813049931,ER5_R_1230712956,ER5_L,ER5_R,ER5,ER5,EB,EB,8
911911699,910442752,Delta7_L2R7_911911699,Delta7_L8R1R9_910442752,Delta7_L2R7,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1322133825,1291094742,ER1a_L_1322133825,ER1b_L_1291094742,ER1a_L,ER1b_L,ER1,ER1,EB,EB,8
1261768880,1261432159,ER3db_R_1261768880,ER3db_L_1261432159,ER3db_R,ER3db_L,ER3d,ER3d,EB,EB,8
1199289203,5813020455,ER3wa_R_1199289203,ER3wb_R_5813020455,ER3wa_R,ER3wb_R,ER3w,ER3w,EB,EB,8
1199289203,5812979230,ER3wa_R_1199289203,ER3wb_R_5812979230,ER3wa_R,ER3wb_R,ER3w,ER3w,EB,EB,8
5812979222,1447576662,ER4d_R_5812979222,EPG_L1_1447576662,ER4d_R,EPG_L1,ER4d,EPG,EB,EB,8
1322470509,5813020585,ER3pa_L_1322470509,ER3pa_R_5813020585,ER3pa_L,ER3pa_R,ER3p,ER3p,EB,EB,8
1136861363,5813040233,ER2c_R_1136861363,EPG_R8_5813040233,ER2c_R,EPG_R8,ER2,EPG,EB,EB,8
1322133768,1291435693,ER1a_L_1322133768,ER1b_R_1291435693,ER1a_L,ER1b_R,ER1,ER1,EB,EB,8
911211196,5813048042,Delta7_L6R4_911211196,Delta7_L5R4_5813048042,Delta7_L6R4,Delta7_L5R4,Delta7,Delta7,PB,PB,8
5813080269,5812984024,ER3aa_L_5813080269,ER3aa_R_5812984024,ER3aa_L,ER3aa_R,ER3a,ER3a,EB,EB,8
910801332,880875736,Delta7_L5R4_910801332,Delta7_L5R4_880875736,Delta7_L5R4,Delta7_L5R4,Delta7,Delta7,PB,PB,8
5813045050,5813040233,ER3wb_L_5813045050,EPG_R8_5813040233,ER3wb_L,EPG_R8,ER3w,EPG,EB,EB,8
1261773304,1292466818,ER3dd_R_1261773304,ER3dd_R_1292466818,ER3dd_R,ER3dd_R,ER3d,ER3d,EB,EB,8
5813048896,5813040233,ER2c_R_5813048896,EPG_R8_5813040233,ER2c_R,EPG_R8,ER2,EPG,EB,EB,8
5812979222,1324145475,ER4d_R_5812979222,ER4d_R_1324145475,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
910801332,910783731,Delta7_L5R4_910801332,Delta7_L8R1R9_910783731,Delta7_L5R4,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1136861363,1198680249,ER2c_R_1136861363,ER2a_L_1198680249,ER2c_R,ER2a_L,ER2,ER2,EB,EB,8
1136861363,1198680122,ER2c_R_1136861363,ER2a_L_1198680122,ER2c_R,ER2a_L,ER2,ER2,EB,EB,8
1168241257,5813061251,ER2c_R_1168241257,EPG_R8_5813061251,ER2c_R,EPG_R8,ER2,EPG,EB,EB,8
1199289203,1260422110,ER3wa_R_1199289203,ER2b_L_1260422110,ER3wa_R,ER2b_L,ER3w,ER2,EB,EB,8
1513674176,697001770,ER4d_R_1513674176,EPG_L2_697001770,ER4d_R,EPG_L2,ER4d,EPG,EB,EB,8
1168249921,1125964814,ER2d_R_1168249921,EPG_R8_1125964814,ER2d_R,EPG_R8,ER2,EPG,EB,EB,8
1198257581,5813047647,ER2a_R_1198257581,ER2c_R_5813047647,ER2a_R,ER2c_R,ER2,ER2,EB,EB,8
1292466818,1261427999,ER3dd_R_1292466818,ER3dd_L_1261427999,ER3dd_R,ER3dd_L,ER3d,ER3d,EB,EB,8
912545106,1198326456,EPG_L2_912545106,ER4m_R_1198326456,EPG_L2,ER4m_R,EPG,ER4m,EB,EB,8
1168249921,1167563121,ER2d_R_1168249921,ER2a_R_1167563121,ER2d_R,ER2a_R,ER2,ER2,EB,EB,8
5812979222,1125964814,ER4d_R_5812979222,EPG_R8_1125964814,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
911906936,910783961,Delta7_L3R6_911906936,Delta7_L3R6_910783961,Delta7_L3R6,Delta7_L3R6,Delta7,Delta7,PB,PB,8
1292458303,1261432168,ER3db_L_1292458303,ER3dd_R_1261432168,ER3db_L,ER3dd_R,ER3d,ER3d,EB,EB,8
1167895489,1106180107,ER2c_R_1167895489,ER2a_R_1106180107,ER2c_R,ER2a_R,ER2,ER2,EB,EB,8
1167645523,1324145475,ER4d_L_1167645523,ER4d_R_1324145475,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,8
1167645523,1447576662,ER4d_L_1167645523,EPG_L1_1447576662,ER4d_L,EPG_L1,ER4d,EPG,EB,EB,8
1167645523,5813040233,ER4d_L_1167645523,EPG_R8_5813040233,ER4d_L,EPG_R8,ER4d,EPG,EB,EB,8
1260327246,1126647624,ER3pb_R_1260327246,EPG_R8_1126647624,ER3pb_R,EPG_R8,ER3p,EPG,EB,EB,8
5813070465,1168059800,PEN_b_L3_5813070465,ER2c_L_1168059800,PEN_b_L3,ER2c_L,PEN_b,ER2,EB,EB,8
1260327246,697001770,ER3pb_R_1260327246,EPG_L2_697001770,ER3pb_R,EPG_L2,ER3p,EPG,EB,EB,8
1218732640,1291444314,PEN_a_R9_1218732640,ER1a_L_1291444314,PEN_a_R9,ER1a_L,PEN_a,ER1,EB,EB,8
5813053866,1137219365,ER4m_R_5813053866,ER2a_R_1137219365,ER4m_R,ER2a_R,ER4m,ER2,EB,EB,8
1218732640,1322129730,PEN_a_R9_1218732640,ER1b_L_1322129730,PEN_a_R9,ER1b_L,PEN_a,ER1,EB,EB,8
788794171,911574041,EPG_L6_788794171,Delta7_L2R7_911574041,EPG_L6,Delta7_L2R7,EPG,Delta7,PB,PB,8
1218732640,1322133768,PEN_a_R9_1218732640,ER1a_L_1322133768,PEN_a_R9,ER1a_L,PEN_a,ER1,EB,EB,8
5813070465,1167904437,PEN_b_L3_5813070465,ER2c_R_1167904437,PEN_b_L3,ER2c_R,PEN_b,ER2,EB,EB,8
5813070465,1167895489,PEN_b_L3_5813070465,ER2c_R_1167895489,PEN_b_L3,ER2c_R,PEN_b,ER2,EB,EB,8
1261432159,572870540,ER3db_L_1261432159,EPG_L1_572870540,ER3db_L,EPG_L1,ER3d,EPG,EB,EB,8
5813070465,1167645658,PEN_b_L3_5813070465,ER2c_R_1167645658,PEN_b_L3,ER2c_R,PEN_b,ER2,EB,EB,8
1291094620,912545106,ER1b_R_1291094620,EPG_L2_912545106,ER1b_R,EPG_L2,ER1,EPG,EB,EB,8
1199712272,1198671672,ER2c_L_1199712272,ER2c_L_1198671672,ER2c_L,ER2c_L,ER2,ER2,EB,EB,8
1198675740,1230480261,ER2c_L_1198675740,ER2c_L_1230480261,ER2c_L,ER2c_L,ER2,ER2,EB,EB,8
1322466938,1322129730,ER1a_R_1322466938,ER1b_L_1322129730,ER1a_R,ER1b_L,ER1,ER1,EB,EB,8
910442723,734581598,Delta7_L4R5_910442723,Delta7_L6R3_734581598,Delta7_L4R5,Delta7_L6R3,Delta7,Delta7,PB,PB,8
1291094620,1125964630,ER1b_R_1291094620,PEN_a_R8_1125964630,ER1b_R,PEN_a_R8,ER1,PEN_a,EB,EB,8
5813070465,1167645442,PEN_b_L3_5813070465,ER4m_R_1167645442,PEN_b_L3,ER4m_R,PEN_b,ER4m,EB,EB,8
1198675740,1198684596,ER2c_L_1198675740,ER2a_L_1198684596,ER2c_L,ER2a_L,ER2,ER2,EB,EB,8
1198675740,5813061251,ER2c_L_1198675740,EPG_R8_5813061251,ER2c_L,EPG_R8,ER2,EPG,EB,EB,8
1261760230,1261773006,ER3ab_L_1261760230,ER3ab_L_1261773006,ER3ab_L,ER3ab_L,ER3a,ER3a,EB,EB,8
1322129437,1322129730,ER1a_L_1322129437,ER1b_L_1322129730,ER1a_L,ER1b_L,ER1,ER1,EB,EB,8
789126240,387023620,EPG_L5_789126240,PEN_b_L4_387023620,EPG_L5,PEN_b_L4,EPG,PEN_b,PB,PB,8
1198693217,1167300154,ER4d_R_1198693217,ER4d_R_1167300154,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
1167645442,5813047647,ER4m_R_1167645442,ER2c_R_5813047647,ER4m_R,ER2c_R,ER4m,ER2,EB,EB,8
789126240,910783731,EPG_L5_789126240,Delta7_L8R1R9_910783731,EPG_L5,Delta7_L8R1R9,EPG,Delta7,PB,PB,8
1167645442,5813048896,ER4m_R_1167645442,ER2c_R_5813048896,ER4m_R,ER2c_R,ER4m,ER2,EB,EB,8
5813059835,572870540,ER1a_L_5813059835,EPG_L1_572870540,ER1a_L,EPG_L1,ER1,EPG,EB,EB,8
1292121433,1261432159,ER3dd_R_1292121433,ER3db_L_1261432159,ER3dd_R,ER3db_L,ER3d,ER3d,EB,EB,8
1292121433,1261432168,ER3dd_R_1292121433,ER3dd_R_1261432168,ER3dd_R,ER3dd_R,ER3d,ER3d,EB,EB,8
1416900410,1126647624,ER4d_L_1416900410,EPG_R8_1126647624,ER4d_L,EPG_R8,ER4d,EPG,EB,EB,8
1230319275,1125964814,ER3wa_R_1230319275,EPG_R8_1125964814,ER3wa_R,EPG_R8,ER3w,EPG,EB,EB,8
1261427892,1261423507,ER3dd_L_1261427892,ER3dc_R_1261423507,ER3dd_L,ER3dc_R,ER3d,ER3d,EB,EB,8
1167304403,1167300194,ER4d_R_1167304403,ER4d_R_1167300194,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
1230125720,5813053988,ER3wb_L_1230125720,ER3wa_R_5813053988,ER3wb_L,ER3wa_R,ER3w,ER3w,EB,EB,8
1416900410,1198006801,ER4d_L_1416900410,ER4d_L_1198006801,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,8
973959177,912601268,Delta7_L6R3_973959177,EPG_L6_912601268,Delta7_L6R3,EPG_L6,Delta7,EPG,PB,PB,8
5812979082,1198680249,ER2d_L_5812979082,ER2a_L_1198680249,ER2d_L,ER2a_L,ER2,ER2,EB,EB,8
1198680122,1105834722,ER2a_L_1198680122,ER2c_R_1105834722,ER2a_L,ER2c_R,ER2,ER2,EB,EB,8
1167304403,1126647624,ER4d_R_1167304403,EPG_R8_1126647624,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1167645523,1198006801,ER4d_L_1167645523,ER4d_L_1198006801,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,8
5813047647,1125964814,ER2c_R_5813047647,EPG_R8_1125964814,ER2c_R,EPG_R8,ER2,EPG,EB,EB,8
1261423454,912545106,ER3dc_R_1261423454,EPG_L2_912545106,ER3dc_R,EPG_L2,ER3d,EPG,EB,EB,8
788794171,942522378,EPG_L6_788794171,Delta7_L2R7_942522378,EPG_L6,Delta7_L2R7,EPG,Delta7,PB,PB,8
1167645523,1229965474,ER4d_L_1167645523,ER4d_R_1229965474,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,8
5812979686,1447576662,ER3db_L_5812979686,EPG_L1_1447576662,ER3db_L,EPG_L1,ER3d,EPG,EB,EB,8
1167300194,1167304403,ER4d_R_1167300194,ER4d_R_1167304403,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
1198675740,1198680249,ER2c_L_1198675740,ER2a_L_1198680249,ER2c_L,ER2a_L,ER2,ER2,EB,EB,8
911565419,880875736,Delta7_L3R6_911565419,Delta7_L5R4_880875736,Delta7_L3R6,Delta7_L5R4,Delta7,Delta7,PB,PB,8
5812984024,1262105575,ER3aa_R_5812984024,ER3aa_R_1262105575,ER3aa_R,ER3aa_R,ER3a,ER3a,EB,EB,8
1167891559,912545106,ER4d_R_1167891559,EPG_L2_912545106,ER4d_R,EPG_L2,ER4d,EPG,EB,EB,8
1167891559,1125964814,ER4d_R_1167891559,EPG_R8_1125964814,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1167891559,1126647624,ER4d_R_1167891559,EPG_R8_1126647624,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
5813077556,1125964814,ER2b_R_5813077556,EPG_R8_1125964814,ER2b_R,EPG_R8,ER2,EPG,EB,EB,8
1167300154,1167300055,ER4d_R_1167300154,ER4d_L_1167300055,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
910442723,911919044,Delta7_L4R5_910442723,Delta7_L6R3_911919044,Delta7_L4R5,Delta7_L6R3,Delta7,Delta7,PB,PB,8
1199712272,1137210821,ER2c_L_1199712272,ER2c_R_1137210821,ER2c_L,ER2c_R,ER2,ER2,EB,EB,8
1259377221,1062526223,ER6_L_1259377221,PEN_b_R8_1062526223,ER6_L,PEN_b_R8,ER6,PEN_b,EB,EB,8
1230125720,1199427845,ER3wb_L_1230125720,ER3wb_L_1199427845,ER3wb_L,ER3wb_L,ER3w,ER3w,EB,EB,8
1261423454,1261091174,ER3dc_R_1261423454,ER3da_L_1261091174,ER3dc_R,ER3da_L,ER3d,ER3d,EB,EB,8
1261764651,572870540,ER3m_L_1261764651,EPG_L1_572870540,ER3m_L,EPG_L1,ER3m,EPG,EB,EB,8
910442723,941814787,Delta7_L4R5_910442723,Delta7_L6R3_941814787,Delta7_L4R5,Delta7_L6R3,Delta7,Delta7,PB,PB,8
758419409,880875736,EPG_L3_758419409,Delta7_L5R4_880875736,EPG_L3,Delta7_L5R4,EPG,Delta7,PB,PB,8
5813077556,1167567702,ER2b_R_5813077556,ER2d_R_1167567702,ER2b_R,ER2d_R,ER2,ER2,EB,EB,8
910442723,1158747783,Delta7_L4R5_910442723,Delta7_L7R2_1158747783,Delta7_L4R5,Delta7_L7R2,Delta7,Delta7,PB,PB,8
1261423454,1261423480,ER3dc_R_1261423454,ER3dc_L_1261423480,ER3dc_R,ER3dc_L,ER3d,ER3d,EB,EB,8
1291780710,1447576662,ER3m_L_1291780710,EPG_L1_1447576662,ER3m_L,EPG_L1,ER3m,EPG,EB,EB,8
1294082002,634608104,ER1b_R_1294082002,PEN_a_L2_634608104,ER1b_R,PEN_a_L2,ER1,PEN_a,EB,EB,8
1198671672,1199712167,ER2c_L_1198671672,ER2c_L_1199712167,ER2c_L,ER2c_L,ER2,ER2,EB,EB,8
1198671672,1198680122,ER2c_L_1198671672,ER2a_L_1198680122,ER2c_L,ER2a_L,ER2,ER2,EB,EB,8
1261760230,1169260589,ER3ab_L_1261760230,ER3ac_R_1169260589,ER3ab_L,ER3ac_R,ER3a,ER3a,EB,EB,8
1167891559,572870540,ER4d_R_1167891559,EPG_L1_572870540,ER4d_R,EPG_L1,ER4d,EPG,EB,EB,8
1260828727,5813040233,ER3pa_L_1260828727,EPG_R8_5813040233,ER3pa_L,EPG_R8,ER3p,EPG,EB,EB,8
1198675740,1198680122,ER2c_L_1198675740,ER2a_L_1198680122,ER2c_L,ER2a_L,ER2,ER2,EB,EB,8
788794171,910442752,EPG_L6_788794171,Delta7_L8R1R9_910442752,EPG_L6,Delta7_L8R1R9,EPG,Delta7,PB,PB,8
1167645658,1198257581,ER2c_R_1167645658,ER2a_R_1198257581,ER2c_R,ER2a_R,ER2,ER2,EB,EB,8
911565419,910783731,Delta7_L3R6_911565419,Delta7_L8R1R9_910783731,Delta7_L3R6,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1199712272,1198413357,ER2c_L_1199712272,ER2c_L_1198413357,ER2c_L,ER2c_L,ER2,ER2,EB,EB,8
5812983887,1125964814,ER3da_L_5812983887,EPG_R8_1125964814,ER3da_L,EPG_R8,ER3d,EPG,EB,EB,8
1167300154,5813061251,ER4d_R_1167300154,EPG_R8_5813061251,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1292807819,1447576662,ER3m_R_1292807819,EPG_L1_1447576662,ER3m_R,EPG_L1,ER3m,EPG,EB,EB,8
1322470462,1322129610,ER1a_R_1322470462,ER1b_R_1322129610,ER1a_R,ER1b_R,ER1,ER1,EB,EB,8
1199712272,1198257581,ER2c_L_1199712272,ER2a_R_1198257581,ER2c_L,ER2a_R,ER2,ER2,EB,EB,8
1322811232,1125964814,ER3pb_L_1322811232,EPG_R8_1125964814,ER3pb_L,EPG_R8,ER3p,EPG,EB,EB,8
1167300154,1447576662,ER4d_R_1167300154,EPG_L1_1447576662,ER4d_R,EPG_L1,ER4d,EPG,EB,EB,8
1261436305,1261086734,ER3dc_R_1261436305,ER3da_R_1261086734,ER3dc_R,ER3da_R,ER3d,ER3d,EB,EB,8
1062526223,1198257581,PEN_b_R8_1062526223,ER2a_R_1198257581,PEN_b_R8,ER2a_R,PEN_b,ER2,EB,EB,8
1198675740,1167895489,ER2c_L_1198675740,ER2c_R_1167895489,ER2c_L,ER2c_R,ER2,ER2,EB,EB,8
941810314,910783961,Delta7_L7R3_941810314,Delta7_L3R6_910783961,Delta7_L7R3,Delta7_L3R6,Delta7,Delta7,PB,PB,8
1260828727,1322470594,ER3pa_L_1260828727,ER3pa_L_1322470594,ER3pa_L,ER3pa_L,ER3p,ER3p,EB,EB,8
1167300154,1261056809,ER4d_R_1167300154,ER4d_L_1261056809,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1447576662,5813053866,EPG_L1_1447576662,ER4m_R_5813053866,EPG_L1,ER4m_R,EPG,ER4m,EB,EB,8
1261423370,1125964814,ER3da_R_1261423370,EPG_R8_1125964814,ER3da_R,EPG_R8,ER3d,EPG,EB,EB,8
758419409,911911004,EPG_L3_758419409,Delta7_L1L9R8_911911004,EPG_L3,Delta7_L1L9R8,EPG,Delta7,PB,PB,8
1198671672,5813048896,ER2c_L_1198671672,ER2c_R_5813048896,ER2c_L,ER2c_R,ER2,ER2,EB,EB,8
1291094620,1447576662,ER1b_R_1291094620,EPG_L1_1447576662,ER1b_R,EPG_L1,ER1,EPG,EB,EB,8
1167300154,1167645523,ER4d_R_1167300154,ER4d_L_1167645523,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
5812984024,1261764557,ER3aa_R_5812984024,ER3aa_L_1261764557,ER3aa_R,ER3aa_L,ER3a,ER3a,EB,EB,8
880880259,5813022281,Delta7_L4R5_880880259,EPG_L4_5813022281,Delta7_L4R5,EPG_L4,Delta7,EPG,PB,PB,8
1262105630,1292807819,ER3m_R_1262105630,ER3m_R_1292807819,ER3m_R,ER3m_R,ER3m,ER3m,EB,EB,8
5812983887,5813040233,ER3da_L_5812983887,EPG_R8_5813040233,ER3da_L,EPG_R8,ER3d,EPG,EB,EB,8
5813050767,5813048896,ER4m_R_5813050767,ER2c_R_5813048896,ER4m_R,ER2c_R,ER4m,ER2,EB,EB,8
1167567702,1198326456,ER2d_R_1167567702,ER4m_R_1198326456,ER2d_R,ER4m_R,ER2,ER4m,EB,EB,8
1198680426,1168923315,ER2d_L_1198680426,ER2b_R_1168923315,ER2d_L,ER2b_R,ER2,ER2,EB,EB,8
1260400286,1260754053,ER3wa_R_1260400286,ER3wa_R_1260754053,ER3wa_R,ER3wa_R,ER3w,ER3w,EB,EB,8
1261760414,1261760448,ER3ad_R_1261760414,ER3aa_L_1261760448,ER3ad_R,ER3aa_L,ER3a,ER3a,EB,EB,8
1262114188,1292799162,ER3m_R_1262114188,ER3m_L_1292799162,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,8
942522378,911129204,Delta7_L2R7_942522378,Delta7_L7R2_911129204,Delta7_L2R7,Delta7_L7R2,Delta7,Delta7,PB,PB,8
1198680426,1137219365,ER2d_L_1198680426,ER2a_R_1137219365,ER2d_L,ER2a_R,ER2,ER2,EB,EB,8
1292807819,1292799346,ER3m_R_1292807819,ER3m_L_1292799346,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,8
1262114112,1261760366,ER3aa_R_1262114112,ER3aa_L_1261760366,ER3aa_R,ER3aa_L,ER3a,ER3a,EB,EB,8
973959177,541870397,Delta7_L6R3_973959177,EPG_L6_541870397,Delta7_L6R3,EPG_L6,Delta7,EPG,PB,PB,8
5813020587,1261082560,ER3dc_L_5813020587,ER3dc_L_1261082560,ER3dc_L,ER3dc_L,ER3d,ER3d,EB,EB,8
880530613,911911004,Delta7_L5R4_880530613,Delta7_L1L9R8_911911004,Delta7_L5R4,Delta7_L1L9R8,Delta7,Delta7,PB,PB,8
942522378,910783883,Delta7_L2R7_942522378,Delta7_L8R1R9_910783883,Delta7_L2R7,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1294414279,1322129730,ER1a_R_1294414279,ER1b_L_1322129730,ER1a_R,ER1b_L,ER1,ER1,EB,EB,8
880530613,911574041,Delta7_L5R4_880530613,Delta7_L2R7_911574041,Delta7_L5R4,Delta7_L2R7,Delta7,Delta7,PB,PB,8
1167567702,1106180107,ER2d_R_1167567702,ER2a_R_1106180107,ER2d_R,ER2a_R,ER2,ER2,EB,EB,8
880530613,911241750,Delta7_L5R4_880530613,Delta7_L6R4_911241750,Delta7_L5R4,Delta7_L6R4,Delta7,Delta7,PB,PB,8
1294414279,1125964814,ER1a_R_1294414279,EPG_R8_1125964814,ER1a_R,EPG_R8,ER1,EPG,EB,EB,8
880530613,910783883,Delta7_L5R4_880530613,Delta7_L8R1R9_910783883,Delta7_L5R4,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
880530613,910783731,Delta7_L5R4_880530613,Delta7_L8R1R9_910783731,Delta7_L5R4,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1198684596,1105834722,ER2a_L_1198684596,ER2c_R_1105834722,ER2a_L,ER2c_R,ER2,ER2,EB,EB,8
1230324385,1199432267,ER3wb_R_1230324385,ER3wa_L_1199432267,ER3wb_R,ER3wa_L,ER3w,ER3w,EB,EB,8
1260422110,1168392003,ER2b_L_1260422110,ER3wb_L_1168392003,ER2b_L,ER3wb_L,ER2,ER3w,EB,EB,8
1262114202,572870540,ER3m_R_1262114202,EPG_L1_572870540,ER3m_R,EPG_L1,ER3m,EPG,EB,EB,8
1322466938,1126647624,ER1a_R_1322466938,EPG_R8_1126647624,ER1a_R,EPG_R8,ER1,EPG,EB,EB,8
880875736,910783961,Delta7_L5R4_880875736,Delta7_L3R6_910783961,Delta7_L5R4,Delta7_L3R6,Delta7,Delta7,PB,PB,8
5813020585,1322811240,ER3pa_R_5813020585,ER3pa_R_1322811240,ER3pa_R,ER3pa_R,ER3p,ER3p,EB,EB,8
1260400286,5813061251,ER3wa_R_1260400286,EPG_R8_5813061251,ER3wa_R,EPG_R8,ER3w,EPG,EB,EB,8
880875736,910783883,Delta7_L5R4_880875736,Delta7_L8R1R9_910783883,Delta7_L5R4,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
942522378,941810314,Delta7_L2R7_942522378,Delta7_L7R3_941810314,Delta7_L2R7,Delta7_L7R3,Delta7,Delta7,PB,PB,8
5813020585,1322470594,ER3pa_R_5813020585,ER3pa_L_1322470594,ER3pa_R,ER3pa_L,ER3p,ER3p,EB,EB,8
1260400286,5813038224,ER3wa_R_1260400286,ER3wa_L_5813038224,ER3wa_R,ER3wa_L,ER3w,ER3w,EB,EB,8
1261760448,1293135946,ER3aa_L_1261760448,ER3m_L_1293135946,ER3aa_L,ER3m_L,ER3a,ER3m,EB,EB,8
1260422110,912545106,ER2b_L_1260422110,EPG_L2_912545106,ER2b_L,EPG_L2,ER2,EPG,EB,EB,8
5813047793,1106180107,ER4m_L_5813047793,ER2a_R_1106180107,ER4m_L,ER2a_R,ER4m,ER2,EB,EB,8
5813047793,1125964814,ER4m_L_5813047793,EPG_R8_1125964814,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,8
942522378,911574041,Delta7_L2R7_942522378,Delta7_L2R7_911574041,Delta7_L2R7,Delta7_L2R7,Delta7,Delta7,PB,PB,8
1198680426,1260422110,ER2d_L_1198680426,ER2b_L_1260422110,ER2d_L,ER2b_L,ER2,ER2,EB,EB,8
1198680426,1230121634,ER2d_L_1198680426,ER3wa_L_1230121634,ER2d_L,ER3wa_L,ER2,ER3w,EB,EB,8
1198680426,1229710803,ER2d_L_1198680426,ER2b_L_1229710803,ER2d_L,ER2b_L,ER2,ER2,EB,EB,8
5812983887,1261760187,ER3da_L_5812983887,ER3dc_R_1261760187,ER3da_L,ER3dc_R,ER3d,ER3d,EB,EB,8
1167632513,697001770,ER4d_R_1167632513,EPG_L2_697001770,ER4d_R,EPG_L2,ER4d,EPG,EB,EB,8
1198680441,1198680249,ER2d_L_1198680441,ER2a_L_1198680249,ER2d_L,ER2a_L,ER2,ER2,EB,EB,8
1262114188,1261764651,ER3m_R_1262114188,ER3m_L_1261764651,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,8
1167632513,1126647624,ER4d_R_1167632513,EPG_R8_1126647624,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1167567702,1199017128,ER2d_R_1167567702,ER2b_L_1199017128,ER2d_R,ER2b_L,ER2,ER2,EB,EB,8
1167632513,1167295872,ER4d_R_1167632513,ER4d_L_1167295872,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1260754053,697001770,ER3wa_R_1260754053,EPG_L2_697001770,ER3wa_R,EPG_L2,ER3w,EPG,EB,EB,8
1167641412,1137219365,ER4m_L_1167641412,ER2a_R_1137219365,ER4m_L,ER2a_R,ER4m,ER2,EB,EB,8
5812979082,1168249921,ER2d_L_5812979082,ER2d_R_1168249921,ER2d_L,ER2d_R,ER2,ER2,EB,EB,8
5813020587,1292113218,ER3dc_L_5813020587,ER3da_L_1292113218,ER3dc_L,ER3da_L,ER3d,ER3d,EB,EB,8
1199712272,5813048896,ER2c_L_1199712272,ER2c_R_5813048896,ER2c_L,ER2c_R,ER2,ER2,EB,EB,8
941814787,911911193,Delta7_L6R3_941814787,Delta7_L8R1R9_911911193,Delta7_L6R3,Delta7_L8R1R9,Delta7,Delta7,PB,PB,8
1260754053,1230319275,ER3wa_R_1260754053,ER3wa_R_1230319275,ER3wa_R,ER3wa_R,ER3w,ER3w,EB,EB,8
1261432159,1261432168,ER3db_L_1261432159,ER3dd_R_1261432168,ER3db_L,ER3dd_R,ER3d,ER3d,EB,EB,8
1292803650,5812979684,ER3m_R_1292803650,ER3m_L_5812979684,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,8
1167645442,1137219365,ER4m_R_1167645442,ER2a_R_1137219365,ER4m_R,ER2a_R,ER4m,ER2,EB,EB,8
1198680122,5813047446,ER2a_L_1198680122,ER2a_L_5813047446,ER2a_L,ER2a_L,ER2,ER2,EB,EB,8
1292113218,1261436305,ER3da_L_1292113218,ER3dc_R_1261436305,ER3da_L,ER3dc_R,ER3d,ER3d,EB,EB,8
1198684596,5813047446,ER2a_L_1198684596,ER2a_L_5813047446,ER2a_L,ER2a_L,ER2,ER2,EB,EB,8
1167563121,1137219365,ER2a_R_1167563121,ER2a_R_1137219365,ER2a_R,ER2a_R,ER2,ER2,EB,EB,8
1292113218,1261427857,ER3da_L_1292113218,ER3da_L_1261427857,ER3da_L,ER3da_L,ER3d,ER3d,EB,EB,8
5813020568,1322811232,ER3pa_R_5813020568,ER3pb_L_1322811232,ER3pa_R,ER3pb_L,ER3p,ER3p,EB,EB,8
1198680122,1198680249,ER2a_L_1198680122,ER2a_L_1198680249,ER2a_L,ER2a_L,ER2,ER2,EB,EB,8
789126240,911906936,EPG_L5_789126240,Delta7_L3R6_911906936,EPG_L5,Delta7_L3R6,EPG,Delta7,PB,PB,8
911565419,911901802,Delta7_L3R6_911565419,Delta7_L4R6_911901802,Delta7_L3R6,Delta7_L4R6,Delta7,Delta7,PB,PB,8
